Student,English,Mathematics,Science
204318,60,88,83
204319,53,75,65
204320,72,92,85
204321,47,40,33
204322,63,77,62
204323,42,61,44
204324,49,58,39
204325,50,65,48
204326,44,46,33
204327,47,62,53
204328,47,45,35
204329,48,54,37
204330,54,76,76
204331,53,58,53
204332,52,71,72
204333,51,61,46
204334,52,53,41
204335,48,56,43
204336,47,55,39
204337,49,70,53
204338,47,54,46
204339,48,68,52
204340,39,45,33
204341,46,59,56
204342,47,73,62
204343,44,65,47
204344,45,51,42
204345,56,49,42
204346,49,58,50
204347,53,78,68
204348,49,59,51
204349,47,45,35
204350,61,65,64
204351,54,60,57
204352,52,47,36
204353,58,51,48
204354,49,47,31
204355,46,60,40
204356,48,68,47
204357,55,45,42
204358,45,45,49
204359,43,43,42
204360,0,0,0
204361,58,74,80
204362,55,55,57
204363,51,45,55
204364,60,58,60
204365,53,63,54
204366,48,64,58
204367,68,68,91
204368,47,40,43
204369,60,44,48
204370,58,67,65
204371,72,69,83
204372,54,74,59
204373,53,58,49
204374,61,61,68
204375,64,63,74
204376,52,53,42
204377,49,49,43
204378,66,57,68
204379,60,64,55
204380,48,45,37
204381,56,54,50
204382,49,70,61
204383,58,57,59
204384,52,70,55
204385,46,38,35
204386,77,82,87
204387,58,62,57
204388,66,78,83
204389,63,72,81
204390,48,40,40
204391,52,57,60
204392,49,42,33
204393,61,73,69
204394,46,58,45
204395,59,62,61
204396,44,48,43
204397,57,62,55
204398,0,0,0
204399,58,60,56
204400,61,73,61
204401,49,58,42
204402,57,56,48
204403,56,60,58
204404,56,53,43
204405,52,60,49
204406,51,64,52
204407,56,63,74
204408,71,72,77
204409,74,72,78
204410,52,44,35
204411,50,43,37
204412,59,54,45
204413,58,60,52
204414,50,47,38
204415,52,43,46
204416,60,64,57
204417,50,58,44
204418,51,44,37
204419,59,53,43
204420,57,56,45
204421,58,61,56
204422,50,41,39
204423,63,55,58
204424,62,62,64
204425,72,65,82
204426,45,29,35
204427,66,68,68
204428,61,57,46
204429,39,30,39
204430,0,0,0
204431,44,43,35
204432,53,42,35
204433,56,63,69
204434,48,58,44
204435,56,66,54
204436,57,74,59
204437,66,85,78
204438,57,58,52
204439,62,75,64
204440,61,63,62
204441,52,60,36
204442,62,57,73
204443,63,68,52
204444,49,53,55
204445,53,67,55
204446,58,57,50
204447,59,75,75
204448,66,75,61
204449,54,70,47
204450,61,45,41
204451,75,58,70
204452,45,45,39
204453,0,0,0
204454,55,53,40
204455,62,73,74
204456,54,55,55
204457,67,70,73
204458,63,65,75
204459,58,65,72
204460,54,60,48
204461,61,91,76
204462,63,68,60
204463,50,52,41
204464,62,77,70
204465,60,62,64
204466,66,64,75
204467,55,54,54
204468,55,48,44
204469,53,39,40
204470,54,68,62
204471,55,57,59
204472,59,79,78
204473,53,47,45
204474,65,85,72
204475,47,51,43
204476,42,52,40
204477,0,0,0
204478,59,80,77
204479,53,53,58
204480,52,78,58
204481,51,62,56
204482,55,46,53
204483,53,83,62
204484,46,47,51
204485,60,60,62
204486,53,57,43
204487,72,84,82
204488,52,49,49
204489,59,61,58
204490,58,63,70
204491,57,82,74
204492,56,60,55
204493,59,65,57
204494,61,45,55
204495,54,50,45
204496,59,59,69
204497,57,50,60
204498,66,58,62
204499,49,61,41
204500,57,65,64
204501,53,57,48
204502,57,55,52
204503,67,56,59
204504,48,55,47
204505,50,62,56
204506,45,58,45
204507,53,55,52
204508,65,52,65
204509,66,88,84
204510,53,43,57
204511,62,51,49
204512,60,55,65
204513,49,60,51
204514,51,60,56
204515,53,51,49
204516,53,60,53
204517,63,60,66
204518,54,53,41
204519,63,55,59
204520,43,37,40
204521,60,85,77
204522,54,66,60
204523,61,86,70
204524,58,61,51
204525,61,87,84
204526,55,77,70
204527,58,81,77
204528,53,43,40
204529,56,51,48
204530,50,55,50
204531,49,56,41
204532,50,45,43
204533,66,47,63
204534,56,56,60
204535,51,55,53
204536,58,47,45
204537,57,77,66
204538,64,52,45
204539,52,47,36
204540,45,50,43
204541,49,53,45
204542,53,51,52
204543,52,68,58
204544,56,53,59
204545,51,46,36
204546,52,39,44
204547,65,63,67
204548,65,58,67
204549,44,55,45
204550,70,65,79
204551,50,50,46
204552,59,49,39
204553,46,48,43
204554,56,46,52
204555,45,38,37
204556,47,42,40
204557,55,58,57
204558,53,74,56
204559,61,69,68
204560,60,76,76
204561,58,59,53
204562,56,66,70
204563,60,58,43
204564,56,48,41
204565,45,50,43
204566,53,46,45
204567,55,43,48
204568,55,45,51
204569,49,74,57
204570,41,41,33
204571,58,54,45
204572,54,42,45
204573,49,43,36
204574,35,40,32
204575,55,50,58
204576,45,44,46
204577,60,72,64
204578,57,54,45
204579,66,46,55
204580,62,45,52
204581,48,68,44
204582,54,63,58
204583,57,42,43
204584,49,43,35
204585,50,49,44
204586,52,61,50
204587,43,48,33
204588,54,65,61
204589,53,33,48
204590,58,60,52
204591,50,46,36
204592,56,58,44
204593,57,90,63
204594,71,65,70
204595,50,47,57
204596,52,45,46
204597,54,68,63
204598,61,71,77
204599,56,43,51
204600,66,74,77
204601,64,67,58
204602,67,63,60
204603,48,37,35
204604,48,45,49
204605,44,46,38
204606,40,39,36
204607,53,43,49
204608,63,58,70
204609,62,44,53
204610,46,42,38
204611,58,65,71
204612,62,53,56
204613,57,60,57
204614,59,48,41
204615,54,40,38
204616,56,33,30
204617,58,47,46
204618,56,49,54
204619,62,73,81
204620,53,45,40
204621,61,56,62
204622,48,42,37
204623,59,72,71
204624,62,68,65
204625,44,31,28
204626,43,35,35
204627,63,58,65
204628,51,43,42
204629,65,65,59
204630,56,52,53
204631,52,59,38
204632,44,40,38
204633,61,85,72
204634,71,82,87
204635,45,56,40
204636,59,62,67
204637,53,51,43
204638,63,61,54
204639,60,75,50
204640,59,70,61
204641,58,53,59
204642,64,67,65
204643,63,68,58
204644,50,51,39
204645,65,45,59
204646,56,41,44
204647,50,51,47
204648,67,55,58
204649,49,33,30
204650,50,50,40
204651,44,48,39
204652,47,63,36
204653,45,50,42
204654,50,48,39
204655,47,45,47
204656,72,56,70
204657,59,48,56
204658,65,60,66
204659,45,38,32
204660,57,49,52
204661,65,56,62
204662,62,75,81
204663,56,48,45
204664,40,40,32
204665,52,43,30
204666,48,30,32
204667,52,51,56
204668,65,66,60
204669,68,58,61
204670,65,49,57
204671,46,37,37
204672,42,30,36
204673,0,0,0
204674,81,94,82
204675,43,40,31
204676,54,49,55
204677,55,42,43
204678,71,73,82
204679,69,71,75
204680,66,43,45
204681,44,38,39
204682,57,51,47
204683,51,56,50
204684,61,45,55
204685,80,90,88
204686,52,58,58
204687,66,54,70
204688,53,46,37
204689,64,71,70
204690,71,63,64
204691,58,51,60
204692,67,46,58
204693,46,43,37
204694,51,42,39
204695,53,40,39
204696,57,52,49
204697,60,60,60
204698,52,49,42
204699,50,38,33
204700,70,89,81
204701,42,44,28
204702,63,52,54
204703,56,42,36
204704,51,62,52
204705,60,56,52
204706,77,95,95
204707,52,55,41
204708,60,68,48
204709,53,61,61
204710,58,43,46
204711,60,60,67
204712,50,39,31
204713,57,52,51
204714,70,75,65
204715,57,50,52
204716,51,38,37
204717,55,51,42
204718,53,49,46
204719,61,75,68
204720,54,50,42
204721,60,53,62
204722,52,50,46
204723,69,73,80
204724,52,36,29
204725,44,41,36
204726,66,72,71
204727,72,86,81
204728,51,45,32
204729,60,73,64
204730,0,0,0
204731,64,83,76
204732,47,50,31
204733,77,87,79
204734,49,47,46
204735,62,66,72
204736,58,68,61
204737,60,85,63
204738,61,77,74
204739,55,49,40
204740,49,36,30
204741,33,33,24
204742,44,40,35
204743,46,54,38
204744,47,46,44
204745,59,52,40
204746,49,40,29
204747,61,46,47
204748,47,44,31
204749,55,56,55
204750,69,60,54
204751,48,38,37
204752,58,48,44
204753,60,66,60
204754,57,68,70
204755,59,51,58
204756,62,59,57
204757,53,47,39
204758,82,86,84
204759,42,53,43
204760,65,78,73
204761,48,46,38
204762,59,62,57
204763,49,38,30
204764,45,68,43
204765,57,47,58
204766,48,45,45
204767,45,46,47
204768,49,42,45
204769,54,44,47
204770,62,67,63
204771,48,43,51
204772,69,73,80
204773,63,77,74
204774,57,58,60
204775,48,39,40
204776,52,38,32
204777,49,41,46
204778,41,25,28
204779,52,49,35
204780,0,0,0
204781,59,45,51
204782,50,57,53
204783,50,36,32
204784,62,36,46
204785,70,73,79
204786,49,45,37
204787,64,35,43
204788,63,58,58
204789,53,38,37
204790,54,58,43
204791,66,79,70
204792,82,96,95
204793,51,39,32
204794,54,45,46
204795,57,80,82
204796,63,69,72
204797,52,42,35
204798,51,36,35
204799,50,50,35
204800,54,51,42
204801,47,46,35
204802,55,44,55
204803,45,36,33
204804,57,38,42
204805,64,60,58
204806,0,0,0
204807,57,29,42
204808,62,62,58
204809,50,35,26
204810,50,32,31
204811,67,74,70
204812,45,26,30
204813,46,58,54
204814,50,38,35
204815,56,40,49
204816,54,35,32
204817,56,39,40
204818,52,40,32
204819,49,56,44
204820,44,43,50
204821,49,38,37
204822,45,29,31
204823,35,35,33
204824,46,52,46
204825,31,27,25
204826,52,33,55
204827,48,53,44
204828,52,69,55
204829,54,42,49
204830,51,48,54
204831,76,78,78
204832,35,27,21
204833,69,74,80
204834,63,40,44
204835,56,46,51
204836,73,83,71
204837,67,50,51
204838,64,59,70
204839,49,46,45
204840,49,30,37
204841,47,38,36
204842,58,49,40
204843,55,77,61
204844,71,82,89
204845,38,24,25
204846,59,55,53
204847,49,31,38
204848,61,43,53
204849,56,47,47
204850,53,59,54
204851,48,47,35
204852,46,57,35
204853,39,32,32
204854,48,42,40
204855,44,43,38
204856,55,45,60
204857,51,55,42
204858,0,0,0
204859,66,53,56
204860,36,25,24
204861,51,63,56
204862,68,70,70
204863,41,24,28
204864,46,64,48
204865,51,40,43
204866,43,37,29
204867,62,51,52
204868,66,47,46
204869,64,74,56
204870,50,56,46
204871,52,38,48
204872,51,39,40
204873,61,40,42
204874,53,42,41
204875,60,53,47
204876,49,50,37
204877,64,64,54
204878,53,36,47
204879,0,0,0
204880,47,45,37
204881,50,45,35
204882,56,48,55
204883,42,43,38
204884,57,51,62
204885,0,0,0
204886,60,50,59
204887,57,50,51
204888,51,58,52
204889,47,31,31
204890,41,33,32
204891,50,43,42
204892,58,46,49
204893,61,45,63
204894,35,20,28
204895,52,37,38
204896,59,43,46
204897,57,50,43
204898,66,65,50
204899,69,76,65
204900,76,70,69
204901,64,77,63
204902,63,48,47
204903,55,54,44
204904,60,58,52
204905,78,89,85
204906,74,87,82
204907,71,71,54
204908,69,70,49
204909,76,93,78
204910,63,63,51
204911,62,63,55
204912,56,63,44
204913,62,65,44
204914,57,65,59
204915,53,51,45
204916,63,77,63
204917,60,56,39
204918,59,78,64
204919,69,89,81
204920,54,57,40
204921,58,60,50
204922,55,74,71
204923,70,72,51
204924,69,74,50
204925,65,45,48
204926,68,65,49
204927,68,66,40
204928,76,92,72
204929,0,0,0
204930,67,65,60
204931,64,65,52
204932,69,69,48
204933,49,51,40
204934,56,40,37
204935,58,63,52
204936,57,65,58
204937,61,77,60
204938,74,90,80
204939,65,63,47
204940,62,71,71
204941,59,65,57
204942,53,46,49
204943,0,0,0
204944,61,55,55
204945,65,73,65
204946,74,85,67
204947,61,76,69
204948,71,68,74
204949,56,67,54
204950,56,55,55
204951,60,76,57
204952,69,87,65
204953,53,62,53
204954,60,46,45
204955,71,82,76
204956,57,54,48
204957,56,49,42
204958,60,51,41
204959,69,60,50
204960,60,63,50
204961,60,69,47
204962,58,77,55
204963,69,64,48
204964,71,58,60
204965,70,94,87
204966,50,45,45
204967,72,77,67
204968,66,65,45
204969,57,58,45
204970,63,68,47
204971,65,64,49
204972,68,86,78
204973,63,53,53
204974,63,65,68
204975,62,65,48
204976,44,41,33
204977,50,40,32
204978,45,38,33
204979,46,49,35
204980,51,57,54
204981,54,73,52
204982,44,57,41
204983,55,65,73
204984,49,43,27
204985,46,54,35
204986,47,36,36
204987,44,45,33
204988,44,42,41
204989,48,43,35
204990,50,66,52
204991,51,51,40
204992,47,37,32
204993,54,49,47
204994,56,49,46
204995,50,49,44
204996,57,44,49
204997,49,44,42
204998,55,61,47
204999,50,45,40
205000,58,51,41
205001,55,38,36
205002,0,0,0
205003,57,49,51
205004,57,72,44
205005,53,51,35
205006,62,59,45
205007,57,51,41
205008,55,75,37
205009,48,63,38
205010,48,46,31
205011,60,59,40
205012,41,42,31
205013,43,43,32
205014,55,61,42
205015,52,67,48
205016,54,48,35
205017,62,86,76
205018,50,72,37
205019,67,77,46
205020,63,72,58
205021,63,55,48
205022,56,66,45
205023,62,63,41
205024,65,58,61
205025,64,82,58
205026,61,87,56
205027,79,92,88
205028,55,63,44
205029,55,53,47
205030,60,49,45
205031,45,63,41
205032,53,61,48
205033,42,43,40
205034,0,0,0
205035,45,39,40
205036,71,57,65
205037,48,55,45
205038,45,31,33
205039,50,37,33
205040,53,50,40
205041,49,44,36
205042,62,86,75
205043,43,55,42
205044,60,53,54
205045,48,53,41
205046,40,46,35
205047,48,52,41
205048,47,35,38
205049,47,39,32
205050,55,46,46
205051,59,51,38
205052,46,43,35
205053,59,44,50
205054,44,50,36
205055,55,49,39
205056,46,66,41
205057,51,46,33
205058,51,41,35
205059,49,40,42
205060,47,40,35
205061,54,46,35
205062,44,32,32
205063,67,63,63
205064,48,58,50
205065,46,45,36
205066,51,66,36
205067,44,43,32
205068,72,81,67
205069,54,55,45
205070,45,41,42
205071,45,40,38
205072,51,37,35
205073,53,38,36
205074,58,66,55
205075,48,44,41
205076,59,39,36
205077,65,68,56
205078,54,48,56
205079,44,43,43
205080,51,49,41
205081,57,41,38
205082,62,53,46
205083,52,50,37
205084,49,60,52
205085,49,47,30
205086,56,53,40
205087,48,53,41
205088,69,80,74
205089,49,43,55
205090,58,77,83
205091,61,95,78
205092,73,83,82
205093,57,43,38
205094,69,71,56
205095,47,58,40
205096,72,78,70
205097,64,80,73
205098,44,40,39
205099,57,46,49
205100,74,85,83
205101,65,73,72
205102,62,60,68
205103,59,59,48
205104,65,85,69
205105,50,45,41
205106,58,79,65
205107,56,67,59
205108,52,35,35
205109,59,49,53
205110,49,42,33
205111,56,62,68
205112,77,84,81
205113,38,38,35
205114,57,61,52
205115,59,88,63
205116,51,45,29
205117,63,58,59
205118,57,41,39
205119,55,50,39
205120,58,46,44
205121,50,51,32
205122,53,38,39
205123,55,44,41
205124,0,0,0
205125,49,65,67
205126,43,29,27
205127,52,71,62
205128,60,68,57
205129,61,63,64
205130,42,46,39
205131,66,78,69
205132,51,45,42
205133,46,58,48
205134,40,35,28
205135,63,67,76
205136,70,62,58
205137,47,49,39
205138,48,27,35
205139,58,71,66
205140,48,33,30
205141,51,47,33
205142,49,68,58
205143,51,66,50
205144,57,72,61
205145,49,41,43
205146,56,43,36
205147,68,89,87
205148,57,63,58
205149,43,43,50
205150,61,83,79
205151,49,39,40
205152,46,43,33
205153,46,60,59
205154,41,36,30
205155,59,57,46
205156,46,43,42
205157,47,39,37
205158,49,43,37
205159,49,48,44
205160,54,63,63
205161,57,49,60
205162,55,63,50
205163,52,55,48
205164,42,35,29
205165,41,50,35
205166,48,63,56
205167,45,43,40
205168,47,67,47
205169,53,42,35
205170,44,30,29
205171,49,45,35
205172,47,48,46
205173,53,51,43
205174,0,0,0
205175,41,43,38
205176,49,33,31
205177,56,56,46
205178,64,53,55
205179,63,77,79
205180,45,55,56
205181,64,60,72
205182,52,44,38
205183,56,47,37
205184,75,92,93
205185,54,84,79
205186,56,72,72
205187,53,63,57
205188,45,76,44
205189,38,35,31
205190,48,43,37
205191,48,47,40
205192,52,76,75
205193,58,49,51
205194,48,46,38
205195,61,70,58
205196,49,40,38
205197,56,40,41
205198,50,39,41
205199,43,52,39
205200,65,48,55
205201,52,58,39
205202,60,65,57
205203,54,65,70
205204,44,43,43
205205,67,83,73
205206,59,54,63
205207,64,68,60
205208,49,46,35
205209,53,35,47
205210,60,38,55
205211,58,64,57
205212,46,44,42
205213,35,35,35
205214,67,37,65
205215,60,31,43
205216,43,38,32
205217,57,59,56
205218,46,49,30
205219,57,63,54
205220,52,61,59
205221,72,72,76
205222,53,41,37
205223,53,55,49
205224,63,74,78
205225,64,35,36
205226,58,65,76
205227,47,47,38
205228,71,80,83
205229,56,71,78
205230,47,53,46
205231,59,82,73
205232,48,63,50
205233,0,0,0
205234,46,74,47
205235,67,73,69
205236,50,51,45
205237,46,72,68
205238,35,45,26
205239,37,46,35
205240,44,58,39
205241,51,42,55
205242,23,24,22
205243,36,48,35
205244,39,58,35
205245,45,54,45
205246,26,27,22
205247,52,56,47
205248,41,42,35
205249,45,45,42
205250,43,68,67
205251,56,72,50
205252,42,45,35
205253,43,45,35
205254,42,44,42
205255,46,39,36
205256,45,40,36
205257,42,47,36
205258,47,52,39
205259,46,40,35
205260,48,43,52
205261,45,51,40
205262,39,35,36
205263,31,26,29
205264,50,50,46
205265,35,36,26
205266,49,64,53
205267,71,85,85
205268,40,44,35
205269,47,50,39
205270,50,52,41
205271,71,78,73
205272,66,73,73
205273,50,46,46
205274,45,40,42
205275,47,45,42
205276,52,48,63
205277,45,52,44
205278,50,60,52
205279,61,67,74
205280,41,54,47
205281,48,45,37
205282,51,50,44
205283,52,42,44
205284,44,36,39
205285,62,68,66
205286,63,81,76
205287,65,65,70
205288,55,35,36
205289,53,53,47
205290,42,38,35
205291,64,52,54
205292,48,41,35
205293,68,65,73
205294,37,26,23
205295,66,54,61
205296,46,25,30
205297,58,56,52
205298,47,44,51
205299,61,51,59
205300,49,55,35
205301,53,58,63
205302,61,70,55
205303,74,65,71
205304,47,43,39
205305,47,53,47
205306,68,75,76
205307,51,56,47
205308,54,51,36
205309,57,63,67
205310,54,58,44
205311,54,37,36
205312,44,36,42
205313,61,84,82
205314,69,41,53
205315,52,35,35
205316,55,62,45
205317,45,30,29
205318,56,67,52
205319,53,67,61
205320,56,35,43
205321,49,43,36
205322,62,68,78
205323,62,77,68
205324,58,61,44
205325,73,78,70
205326,46,40,40
205327,45,52,46
205328,0,0,0
205329,59,50,59
205330,41,38,40
205331,50,39,30
205332,50,64,65
205333,56,38,47
205334,51,47,57
205335,53,31,36
205336,57,77,62
205337,54,40,42
205338,62,65,82
205339,53,41,43
205340,55,59,60
205341,57,46,39
205342,55,49,35
205343,54,47,36
205344,51,50,46
205345,49,31,29
205346,57,62,49
205347,54,38,35
205348,57,32,38
205349,49,45,38
205350,53,43,35
205351,55,64,50
205352,53,48,51
205353,52,70,65
205354,49,69,60
205355,61,50,54
205356,56,33,40
205357,47,35,35
205358,64,61,73
205359,55,62,41
205360,49,48,37
205361,61,48,42
205362,51,43,36
205363,54,54,56
205364,48,39,36
205365,50,45,35
205366,53,45,46
205367,56,42,45
205368,51,44,51
205369,57,48,48
205370,0,0,0
205371,48,40,35
205372,61,43,44
205373,43,42,37
205374,54,38,37
205375,57,43,45
205376,47,50,38
205377,60,56,49
205378,60,67,47
205379,56,62,51
205380,64,61,46
205381,53,65,50
205382,49,54,54
205383,52,63,48
205384,59,42,45
205385,63,74,57
205386,57,50,49
205387,63,67,68
205388,58,43,48
205389,49,51,43
205390,47,54,50
205391,54,45,43
205392,72,92,87
205393,51,41,38
205394,59,59,37
205395,56,49,47
205396,60,80,66
205397,40,42,35
205398,71,85,86
205399,42,53,38
205400,47,36,36
205401,63,59,77
205402,52,43,39
205403,43,50,36
205404,65,33,42
205405,47,39,43
205406,60,55,48
205407,51,43,43
205408,51,55,53
205409,42,41,31
205410,45,33,48
205411,57,74,76
205412,59,77,67
205413,41,54,38
205414,47,48,41
205415,54,70,70
205416,46,61,49
205417,65,79,73
205418,69,73,62
205419,50,53,45
205420,46,44,49
205421,43,55,39
205422,62,37,39
205423,51,55,42
205424,58,56,59
205425,44,50,42
205426,46,38,41
205427,42,50,37
205428,71,87,87
205429,51,50,40
205430,48,55,47
205431,63,63,53
205432,44,53,36
205433,53,41,40
205434,56,61,64
205435,49,52,37
205436,52,67,66
205437,45,42,49
205438,42,42,44
205439,63,80,74
205440,55,48,49
205441,54,62,59
205442,49,42,51
205443,51,41,40
205444,57,58,59
205445,44,37,45
205446,42,41,37
205447,50,41,39
205448,53,43,40
205449,64,42,53
205450,45,46,45
205451,48,48,44
205452,50,61,41
205453,48,42,41
205454,50,54,46
205455,63,75,77
205456,46,45,42
205457,49,49,39
205458,50,46,42
205459,55,53,41
205460,0,0,0
205461,69,47,55
205462,61,58,66
205463,65,73,56
205464,56,50,61
205465,52,54,58
205466,65,82,81
205467,50,35,47
205468,52,43,52
205469,52,38,36
205470,55,41,40
205471,50,44,52
205472,54,37,38
205473,52,38,39
205474,51,38,46
205475,53,55,65
205476,61,64,60
205477,50,35,38
205478,60,54,48
205479,51,53,48
205480,51,46,36
205481,60,53,54
205482,58,66,52
205483,55,57,42
205484,63,60,61
205485,58,51,49
205486,49,56,40
205487,51,32,40
205488,59,56,55
205489,52,48,47
205490,59,48,46
205491,42,46,35
205492,52,50,39
205493,50,69,41
205494,45,33,38
205495,55,77,63
205496,44,53,37
205497,47,49,35
205498,55,55,51
205499,47,40,35
205500,52,47,40
205501,46,32,40
205502,58,53,56
205503,62,44,49
205504,57,49,52
205505,56,51,48
205506,53,49,41
205507,0,0,0
205508,57,51,38
205509,45,47,36
205510,43,43,35
205511,46,41,51
205512,56,54,47
205513,60,48,50
205514,46,46,53
205515,43,40,41
205516,50,35,36
205517,61,71,62
205518,58,50,45
205519,52,43,44
205520,0,0,0
205521,53,54,46
205522,54,54,56
205523,44,49,40
205524,63,84,78
205525,47,50,42
205526,48,37,42
205527,46,48,39
205528,44,53,45
205529,71,59,73
205530,51,40,31
205531,52,44,37
205532,59,41,53
205533,46,43,40
205534,66,50,57
205535,47,47,46
205536,54,45,49
205537,59,56,45
205538,54,52,53
205539,63,62,60
205540,42,45,38
205541,46,47,37
205542,60,77,68
205543,47,58,46
205544,50,51,45
205545,49,49,43
205546,48,47,42
205547,50,40,46
205548,0,0,0
205549,46,38,33
205550,50,50,60
205551,42,31,25
205552,49,55,48
205553,48,57,38
205554,74,96,86
205555,72,67,75
205556,53,39,47
205557,59,60,63
205558,53,42,43
205559,70,93,78
205560,71,63,76
205561,62,74,66
205562,62,48,55
205563,56,52,55
205564,51,40,41
205565,72,80,72
205566,67,70,70
205567,74,57,68
205568,54,33,40
205569,58,80,55
205570,60,50,50
205571,67,79,69
205572,67,78,72
205573,52,53,48
205574,51,44,38
205575,62,47,48
205576,44,46,41
205577,69,87,76
205578,57,61,58
205579,58,79,73
205580,54,45,43
205581,56,36,56
205582,58,53,51
205583,67,96,85
205584,50,41,39
205585,41,57,52
205586,59,55,56
205587,43,29,31
205588,52,57,42
205589,60,51,59
205590,49,56,49
205591,55,50,40
205592,51,43,44
205593,54,53,66
205594,53,38,36
205595,46,46,37
205596,65,92,85
205597,58,31,36
205598,53,51,47
205599,57,45,59
205600,48,36,36
205601,58,40,44
205602,50,39,38
205603,48,33,32
205604,53,48,44
205605,53,37,42
205606,57,53,63
205607,69,65,71
205608,71,72,64
205609,58,44,44
205610,61,64,56
205611,66,52,57
205612,63,53,55
205613,68,53,71
205614,59,45,44
205615,62,58,56
205616,62,43,45
205617,54,41,44
205618,65,77,71
205619,58,56,56
205620,46,46,43
205621,46,36,46
205622,53,55,57
205623,59,54,49
205624,69,79,73
205625,41,35,39
205626,56,78,70
205627,52,75,64
205628,69,92,79
205629,51,46,47
205630,71,83,82
205631,55,62,56
205632,59,54,61
205633,50,48,36
205634,54,56,44
205635,45,45,36
205636,49,45,36
205637,60,61,52
205638,46,44,32
205639,53,45,47
205640,53,50,46
205641,47,41,35
205642,57,38,47
205643,53,48,40
205644,73,85,83
205645,51,52,45
205646,49,54,49
205647,47,60,51
205648,52,53,61
205649,35,45,31
205650,0,0,0
205651,53,58,54
205652,67,83,77
205653,59,77,67
205654,63,73,67
205655,40,42,36
205656,54,35,39
205657,58,56,56
205658,50,38,33
205659,54,42,41
205660,63,49,53
205661,60,38,36
205662,45,63,52
205663,52,30,33
205664,58,53,49
205665,60,53,62
205666,62,71,65
205667,45,30,31
205668,56,38,44
205669,57,48,46
205670,47,31,28
205671,60,64,58
205672,60,38,39
205673,41,42,30
205674,65,76,79
205675,51,56,56
205676,61,67,73
205677,53,48,58
205678,54,48,41
205679,65,72,67
205680,49,48,40
205681,65,64,60
205682,57,43,42
205683,44,43,45
205684,52,65,48
205685,52,43,38
205686,40,37,31
205687,0,0,0
205688,56,51,43
205689,50,46,36
205690,52,40,36
205691,49,40,36
205692,60,48,55
205693,50,38,32
205694,51,45,35
205695,52,41,37
205696,55,62,52
205697,53,52,39
205698,68,88,87
205699,52,41,37
205700,64,50,48
205701,54,43,43
205702,53,55,38
205703,39,33,35
205704,55,48,47
205705,47,35,33
205706,50,48,41
205707,49,33,38
205708,71,88,88
205709,38,31,28
205710,55,73,65
205711,48,38,45
205712,48,58,49
205713,54,46,41
205714,45,25,33
205715,43,44,51
205716,48,43,30
205717,45,28,32
205718,51,57,57
205719,54,50,45
205720,62,75,84
205721,50,65,52
205722,51,59,43
205723,52,44,35
205724,60,35,49
205725,47,50,46
205726,44,35,28
205727,52,35,39
205728,59,75,72
205729,51,52,44
205730,39,35,35
205731,48,55,41
205732,37,35,28
205733,43,37,32
205734,52,33,35
205735,41,25,32
205736,39,36,29
205737,44,41,32
205738,43,37,37
205739,50,35,45
205740,60,38,39
205741,47,41,44
205742,43,36,27
205743,43,29,29
205744,47,53,54
205745,39,33,32
205746,48,46,47
205747,49,35,35
205748,56,79,70
205749,49,42,30
205750,46,55,38
205751,49,35,40
205752,59,47,61
205753,49,44,57
205754,55,57,69
205755,36,37,37
205756,49,49,54
205757,54,36,38
205758,45,35,46
205759,45,35,29
205760,52,58,57
205761,66,77,66
205762,43,52,44
205763,47,45,48
205764,48,35,43
205765,54,48,47
205766,42,35,35
205767,59,33,40
205768,38,30,25
205769,52,62,57
205770,62,54,65
205771,46,37,28
205772,49,35,35
205773,44,42,45
205774,39,26,37
205775,70,75,73
205776,39,39,31
205777,39,32,35
205778,59,47,61
205779,47,25,27
205780,49,36,38
205781,35,30,27
205782,46,45,38
205783,45,37,38
205784,78,84,91
205785,52,48,57
205786,50,53,46
205787,41,41,35
205788,44,32,33
205789,58,80,85
205790,47,33,37
205791,50,35,37
205792,48,43,37
205793,51,48,44
205794,56,33,50
205795,55,47,43
205796,48,38,42
205797,55,53,50
205798,58,47,42
205799,49,36,45
205800,53,51,56
205801,51,52,47
205802,39,23,27
205803,48,28,30
205804,39,35,37
205805,42,46,35
205806,67,52,67
205807,45,51,44
205808,41,31,33
205809,59,64,56
205810,44,31,27
205811,46,41,36
205812,47,36,30
205813,45,42,52
205814,51,35,32
205815,44,35,32
205816,44,40,37
205817,54,53,40
205818,36,30,29
205819,51,48,43
205820,62,83,84
205821,68,77,75
205822,65,71,76
205823,60,66,70
205824,50,50,47
205825,53,67,50
205826,54,73,48
205827,37,45,31
205828,62,80,82
205829,59,63,63
205830,58,69,60
205831,53,58,49
205832,64,66,60
205833,37,36,29
205834,44,46,48
205835,61,43,50
205836,58,68,51
205837,60,63,57
205838,63,60,58
205839,54,52,41
205840,59,77,63
205841,45,58,48
205842,54,44,52
205843,40,45,28
205844,55,55,59
205845,59,53,50
205846,63,66,65
205847,53,54,56
205848,55,53,41
205849,35,38,29
205850,39,45,31
205851,49,48,39
205852,61,60,65
205853,54,60,49
205854,66,83,68
205855,61,47,52
205856,53,66,47
205857,56,60,60
205858,55,46,53
205859,57,56,56
205860,57,63,67
205861,57,58,72
205862,55,59,77
205863,62,80,73
205864,56,63,63
205865,56,93,77
205866,50,56,54
205867,54,68,56
205868,66,48,56
205869,54,57,55
205870,63,61,59
205871,54,55,64
